date,ticker,currency,close_price,source_type,note
2025-12-31,BRK.B,USD,208.4344,synthetic,synthetic_v1_dataset_generator
2026-01-31,BRK.B,USD,209.5828,synthetic,synthetic_v1_dataset_generator
2026-02-28,BRK.B,USD,211.4047,synthetic,synthetic_v1_dataset_generator
2026-03-31,BRK.B,USD,214.154,synthetic,synthetic_v1_dataset_generator
2026-04-30,BRK.B,USD,218.0156,synthetic,synthetic_v1_dataset_generator
2023-01-31,MSFT,USD,119.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,MSFT,USD,122.7671,synthetic,synthetic_v1_dataset_generator
2023-03-31,MSFT,USD,127.0838,synthetic,synthetic_v1_dataset_generator
2023-04-30,MSFT,USD,131.6339,synthetic,synthetic_v1_dataset_generator
2023-05-31,MSFT,USD,136.0976,synthetic,synthetic_v1_dataset_generator
2023-06-30,MSFT,USD,140.1983,synthetic,synthetic_v1_dataset_generator
2023-07-31,MSFT,USD,143.7303,synthetic,synthetic_v1_dataset_generator
2023-08-31,MSFT,USD,146.5609,synthetic,synthetic_v1_dataset_generator
2023-09-30,MSFT,USD,148.6093,synthetic,synthetic_v1_dataset_generator
2023-10-31,MSFT,USD,149.8216,synthetic,synthetic_v1_dataset_generator
2023-11-30,MSFT,USD,150.1581,synthetic,synthetic_v1_dataset_generator
2023-12-31,MSFT,USD,149.6065,synthetic,synthetic_v1_dataset_generator
2024-01-31,MSFT,USD,148.2165,synthetic,synthetic_v1_dataset_generator
2024-02-29,MSFT,USD,146.1384,synthetic,synthetic_v1_dataset_generator
2024-03-31,MSFT,USD,143.6439,synthetic,synthetic_v1_dataset_generator
2024-04-30,MSFT,USD,141.1099,synthetic,synthetic_v1_dataset_generator
2024-05-31,MSFT,USD,138.9674,synthetic,synthetic_v1_dataset_generator
2024-06-30,MSFT,USD,137.6301,synthetic,synthetic_v1_dataset_generator
2024-07-31,MSFT,USD,137.4259,synthetic,synthetic_v1_dataset_generator
2024-08-31,MSFT,USD,138.5456,synthetic,synthetic_v1_dataset_generator
2024-09-30,MSFT,USD,141.0147,synthetic,synthetic_v1_dataset_generator
2024-10-31,MSFT,USD,144.6862,synthetic,synthetic_v1_dataset_generator
2024-11-30,MSFT,USD,149.2544,synthetic,synthetic_v1_dataset_generator
2024-12-31,MSFT,USD,154.2943,synthetic,synthetic_v1_dataset_generator
2025-01-31,MSFT,USD,159.329,synthetic,synthetic_v1_dataset_generator
2025-02-28,MSFT,USD,163.9176,synthetic,synthetic_v1_dataset_generator
2025-03-31,MSFT,USD,167.7407,synthetic,synthetic_v1_dataset_generator
2025-04-30,MSFT,USD,170.6545,synthetic,synthetic_v1_dataset_generator
2025-05-31,MSFT,USD,172.6926,synthetic,synthetic_v1_dataset_generator
2025-06-30,MSFT,USD,174.0169,synthetic,synthetic_v1_dataset_generator
2025-07-31,MSFT,USD,174.8432,synthetic,synthetic_v1_dataset_generator
2025-08-31,MSFT,USD,175.3742,synthetic,synthetic_v1_dataset_generator
2025-09-30,MSFT,USD,175.7648,synthetic,synthetic_v1_dataset_generator
2025-10-31,MSFT,USD,176.1253,synthetic,synthetic_v1_dataset_generator
2025-11-30,MSFT,USD,176.5527,synthetic,synthetic_v1_dataset_generator
2025-12-31,MSFT,USD,177.1692,synthetic,synthetic_v1_dataset_generator
2026-01-31,MSFT,USD,178.1454,synthetic,synthetic_v1_dataset_generator
2026-02-28,MSFT,USD,179.694,synthetic,synthetic_v1_dataset_generator
2026-03-31,MSFT,USD,182.0309,synthetic,synthetic_v1_dataset_generator
2026-04-30,MSFT,USD,185.3132,synthetic,synthetic_v1_dataset_generator
2023-01-31,GOOGL,USD,111.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,GOOGL,USD,114.5138,synthetic,synthetic_v1_dataset_generator
2023-03-31,GOOGL,USD,118.5404,synthetic,synthetic_v1_dataset_generator
2023-04-30,GOOGL,USD,122.7846,synthetic,synthetic_v1_dataset_generator
2023-05-31,GOOGL,USD,126.9482,synthetic,synthetic_v1_dataset_generator
2023-06-30,GOOGL,USD,130.7732,synthetic,synthetic_v1_dataset_generator
2023-07-31,GOOGL,USD,134.0678,synthetic,synthetic_v1_dataset_generator
2023-08-31,GOOGL,USD,136.708,synthetic,synthetic_v1_dataset_generator
2023-09-30,GOOGL,USD,138.6187,synthetic,synthetic_v1_dataset_generator
2023-10-31,GOOGL,USD,139.7495,synthetic,synthetic_v1_dataset_generator
2023-11-30,GOOGL,USD,140.0634,synthetic,synthetic_v1_dataset_generator
2023-12-31,GOOGL,USD,139.549,synthetic,synthetic_v1_dataset_generator
2024-01-31,GOOGL,USD,138.2523,synthetic,synthetic_v1_dataset_generator
2024-02-29,GOOGL,USD,136.314,synthetic,synthetic_v1_dataset_generator
2024-03-31,GOOGL,USD,133.9872,synthetic,synthetic_v1_dataset_generator
2024-04-30,GOOGL,USD,131.6235,synthetic,synthetic_v1_dataset_generator
2024-05-31,GOOGL,USD,129.625,synthetic,synthetic_v1_dataset_generator
2024-06-30,GOOGL,USD,128.3777,synthetic,synthetic_v1_dataset_generator
2024-07-31,GOOGL,USD,128.1872,synthetic,synthetic_v1_dataset_generator
2024-08-31,GOOGL,USD,129.2316,synthetic,synthetic_v1_dataset_generator
2024-09-30,GOOGL,USD,131.5348,synthetic,synthetic_v1_dataset_generator
2024-10-31,GOOGL,USD,134.9594,synthetic,synthetic_v1_dataset_generator
2024-11-30,GOOGL,USD,139.2205,synthetic,synthetic_v1_dataset_generator
2024-12-31,GOOGL,USD,143.9216,synthetic,synthetic_v1_dataset_generator
2025-01-31,GOOGL,USD,148.6178,synthetic,synthetic_v1_dataset_generator
2025-02-28,GOOGL,USD,152.898,synthetic,synthetic_v1_dataset_generator
2025-03-31,GOOGL,USD,156.464,synthetic,synthetic_v1_dataset_generator
2025-04-30,GOOGL,USD,159.1819,synthetic,synthetic_v1_dataset_generator
2025-05-31,GOOGL,USD,161.083,synthetic,synthetic_v1_dataset_generator
2025-06-30,GOOGL,USD,162.3183,synthetic,synthetic_v1_dataset_generator
2025-07-31,GOOGL,USD,163.0891,synthetic,synthetic_v1_dataset_generator
2025-08-31,GOOGL,USD,163.5844,synthetic,synthetic_v1_dataset_generator
2025-09-30,GOOGL,USD,163.9487,synthetic,synthetic_v1_dataset_generator
2025-10-31,GOOGL,USD,164.2849,synthetic,synthetic_v1_dataset_generator
2025-11-30,GOOGL,USD,164.6836,synthetic,synthetic_v1_dataset_generator
2025-12-31,GOOGL,USD,165.2587,synthetic,synthetic_v1_dataset_generator
2026-01-31,GOOGL,USD,166.1692,synthetic,synthetic_v1_dataset_generator
2026-02-28,GOOGL,USD,167.6137,synthetic,synthetic_v1_dataset_generator
2026-03-31,GOOGL,USD,169.7936,synthetic,synthetic_v1_dataset_generator
2026-04-30,GOOGL,USD,172.8552,synthetic,synthetic_v1_dataset_generator
2023-01-31,NVDA,USD,102.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,NVDA,USD,105.2289,synthetic,synthetic_v1_dataset_generator
2023-03-31,NVDA,USD,108.929,synthetic,synthetic_v1_dataset_generator
2023-04-30,NVDA,USD,112.8291,synthetic,synthetic_v1_dataset_generator
2023-05-31,NVDA,USD,116.6551,synthetic,synthetic_v1_dataset_generator
2023-06-30,NVDA,USD,120.17,synthetic,synthetic_v1_dataset_generator
2023-07-31,NVDA,USD,123.1974,synthetic,synthetic_v1_dataset_generator
2023-08-31,NVDA,USD,125.6236,synthetic,synthetic_v1_dataset_generator
2023-09-30,NVDA,USD,127.3794,synthetic,synthetic_v1_dataset_generator
2023-10-31,NVDA,USD,128.4185,synthetic,synthetic_v1_dataset_generator
2023-11-30,NVDA,USD,128.7069,synthetic,synthetic_v1_dataset_generator
2023-12-31,NVDA,USD,128.2342,synthetic,synthetic_v1_dataset_generator
2024-01-31,NVDA,USD,127.0427,synthetic,synthetic_v1_dataset_generator
2024-02-29,NVDA,USD,125.2615,synthetic,synthetic_v1_dataset_generator
2024-03-31,NVDA,USD,123.1233,synthetic,synthetic_v1_dataset_generator
2024-04-30,NVDA,USD,120.9514,synthetic,synthetic_v1_dataset_generator
2024-05-31,NVDA,USD,119.1149,synthetic,synthetic_v1_dataset_generator
2024-06-30,NVDA,USD,117.9687,synthetic,synthetic_v1_dataset_generator
2024-07-31,NVDA,USD,117.7936,synthetic,synthetic_v1_dataset_generator
2024-08-31,NVDA,USD,118.7533,synthetic,synthetic_v1_dataset_generator
2024-09-30,NVDA,USD,120.8698,synthetic,synthetic_v1_dataset_generator
2024-10-31,NVDA,USD,124.0168,synthetic,synthetic_v1_dataset_generator
2024-11-30,NVDA,USD,127.9323,synthetic,synthetic_v1_dataset_generator
2024-12-31,NVDA,USD,132.2522,synthetic,synthetic_v1_dataset_generator
2025-01-31,NVDA,USD,136.5677,synthetic,synthetic_v1_dataset_generator
2025-02-28,NVDA,USD,140.5008,synthetic,synthetic_v1_dataset_generator
2025-03-31,NVDA,USD,143.7777,synthetic,synthetic_v1_dataset_generator
2025-04-30,NVDA,USD,146.2753,synthetic,synthetic_v1_dataset_generator
2025-05-31,NVDA,USD,148.0222,synthetic,synthetic_v1_dataset_generator
2025-06-30,NVDA,USD,149.1574,synthetic,synthetic_v1_dataset_generator
2025-07-31,NVDA,USD,149.8656,synthetic,synthetic_v1_dataset_generator
2025-08-31,NVDA,USD,150.3208,synthetic,synthetic_v1_dataset_generator
2025-09-30,NVDA,USD,150.6556,synthetic,synthetic_v1_dataset_generator
2025-10-31,NVDA,USD,150.9645,synthetic,synthetic_v1_dataset_generator
2025-11-30,NVDA,USD,151.3309,synthetic,synthetic_v1_dataset_generator
2025-12-31,NVDA,USD,151.8593,synthetic,synthetic_v1_dataset_generator
2026-01-31,NVDA,USD,152.696,synthetic,synthetic_v1_dataset_generator
2026-02-28,NVDA,USD,154.0234,synthetic,synthetic_v1_dataset_generator
2026-03-31,NVDA,USD,156.0265,synthetic,synthetic_v1_dataset_generator
2026-04-30,NVDA,USD,158.8399,synthetic,synthetic_v1_dataset_generator
2023-01-31,2800.HK,HKD,130.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,2800.HK,HKD,136.0662,synthetic,synthetic_v1_dataset_generator
2023-03-31,2800.HK,HKD,142.6079,synthetic,synthetic_v1_dataset_generator
2023-04-30,2800.HK,HKD,148.9631,synthetic,synthetic_v1_dataset_generator
2023-05-31,2800.HK,HKD,154.4856,synthetic,synthetic_v1_dataset_generator
2023-06-30,2800.HK,HKD,158.6669,synthetic,synthetic_v1_dataset_generator
2023-07-31,2800.HK,HKD,161.2206,synthetic,synthetic_v1_dataset_generator
2023-08-31,2800.HK,HKD,162.0965,synthetic,synthetic_v1_dataset_generator
2023-09-30,2800.HK,HKD,161.4259,synthetic,synthetic_v1_dataset_generator
2023-10-31,2800.HK,HKD,159.4361,synthetic,synthetic_v1_dataset_generator
2023-11-30,2800.HK,HKD,156.3807,synthetic,synthetic_v1_dataset_generator
2023-12-31,2800.HK,HKD,152.5144,synthetic,synthetic_v1_dataset_generator
2024-01-31,2800.HK,HKD,148.11,synthetic,synthetic_v1_dataset_generator
2024-02-29,2800.HK,HKD,143.492,synthetic,synthetic_v1_dataset_generator
2024-03-31,2800.HK,HKD,139.054,synthetic,synthetic_v1_dataset_generator
2024-04-30,2800.HK,HKD,135.2416,synthetic,synthetic_v1_dataset_generator
2024-05-31,2800.HK,HKD,132.502,synthetic,synthetic_v1_dataset_generator
2024-06-30,2800.HK,HKD,131.22,synthetic,synthetic_v1_dataset_generator
2024-07-31,2800.HK,HKD,131.6576,synthetic,synthetic_v1_dataset_generator
2024-08-31,2800.HK,HKD,133.9078,synthetic,synthetic_v1_dataset_generator
2024-09-30,2800.HK,HKD,137.8618,synthetic,synthetic_v1_dataset_generator
2024-10-31,2800.HK,HKD,143.189,synthetic,synthetic_v1_dataset_generator
2024-11-30,2800.HK,HKD,149.3427,synthetic,synthetic_v1_dataset_generator
2024-12-31,2800.HK,HKD,155.6118,synthetic,synthetic_v1_dataset_generator
2025-01-31,2800.HK,HKD,161.2353,synthetic,synthetic_v1_dataset_generator
2025-02-28,2800.HK,HKD,165.5654,synthetic,synthetic_v1_dataset_generator
2025-03-31,2800.HK,HKD,168.2269,synthetic,synthetic_v1_dataset_generator
2025-04-30,2800.HK,HKD,169.2042,synthetic,synthetic_v1_dataset_generator
2025-05-31,2800.HK,HKD,168.8105,synthetic,synthetic_v1_dataset_generator
2025-06-30,2800.HK,HKD,167.5569,synthetic,synthetic_v1_dataset_generator
2025-07-31,2800.HK,HKD,165.9861,synthetic,synthetic_v1_dataset_generator
2025-08-31,2800.HK,HKD,164.542,synthetic,synthetic_v1_dataset_generator
2025-09-30,2800.HK,HKD,163.5111,synthetic,synthetic_v1_dataset_generator
2025-10-31,2800.HK,HKD,163.0346,synthetic,synthetic_v1_dataset_generator
2025-11-30,2800.HK,HKD,163.1637,synthetic,synthetic_v1_dataset_generator
2025-12-31,2800.HK,HKD,163.9273,synthetic,synthetic_v1_dataset_generator
2026-01-31,2800.HK,HKD,165.38,synthetic,synthetic_v1_dataset_generator
2026-02-28,2800.HK,HKD,167.6142,synthetic,synthetic_v1_dataset_generator
2026-03-31,2800.HK,HKD,170.7262,synthetic,synthetic_v1_dataset_generator
2026-04-30,2800.HK,HKD,174.7489,synthetic,synthetic_v1_dataset_generator
2023-01-31,3067.HK,HKD,136.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,3067.HK,HKD,142.3461,synthetic,synthetic_v1_dataset_generator
2023-03-31,3067.HK,HKD,149.1898,synthetic,synthetic_v1_dataset_generator
2023-04-30,3067.HK,HKD,155.8383,synthetic,synthetic_v1_dataset_generator
2023-05-31,3067.HK,HKD,161.6157,synthetic,synthetic_v1_dataset_generator
2023-06-30,3067.HK,HKD,165.99,synthetic,synthetic_v1_dataset_generator
2023-07-31,3067.HK,HKD,168.6616,synthetic,synthetic_v1_dataset_generator
2023-08-31,3067.HK,HKD,169.5778,synthetic,synthetic_v1_dataset_generator
2023-09-30,3067.HK,HKD,168.8763,synthetic,synthetic_v1_dataset_generator
2023-10-31,3067.HK,HKD,166.7947,synthetic,synthetic_v1_dataset_generator
2023-11-30,3067.HK,HKD,163.5983,synthetic,synthetic_v1_dataset_generator
2023-12-31,3067.HK,HKD,159.5535,synthetic,synthetic_v1_dataset_generator
2024-01-31,3067.HK,HKD,154.9458,synthetic,synthetic_v1_dataset_generator
2024-02-29,3067.HK,HKD,150.1147,synthetic,synthetic_v1_dataset_generator
2024-03-31,3067.HK,HKD,145.4719,synthetic,synthetic_v1_dataset_generator
2024-04-30,3067.HK,HKD,141.4835,synthetic,synthetic_v1_dataset_generator
2024-05-31,3067.HK,HKD,138.6175,synthetic,synthetic_v1_dataset_generator
2024-06-30,3067.HK,HKD,137.2763,synthetic,synthetic_v1_dataset_generator
2024-07-31,3067.HK,HKD,137.7341,synthetic,synthetic_v1_dataset_generator
2024-08-31,3067.HK,HKD,140.0882,synthetic,synthetic_v1_dataset_generator
2024-09-30,3067.HK,HKD,144.2247,synthetic,synthetic_v1_dataset_generator
2024-10-31,3067.HK,HKD,149.7978,synthetic,synthetic_v1_dataset_generator
2024-11-30,3067.HK,HKD,156.2354,synthetic,synthetic_v1_dataset_generator
2024-12-31,3067.HK,HKD,162.7939,synthetic,synthetic_v1_dataset_generator
2025-01-31,3067.HK,HKD,168.677,synthetic,synthetic_v1_dataset_generator
