ticker,2800.HK,3067.HK,ACWI,AGG,BABA,BIL,BRK.B,CNYA,DBC,DBMF,EEM,EMB,EWJ,EWS,EWY,GLD,GOOGL,HYG,IGIB,INDA,JD,LQD,MSFT,NVDA,PDD,QAI,QQQ,SPY,TLT,VNQ
EWJ,0.43398385861197925,0.26981535000603835,0.8261337121207823,0.49150420503455666,0.32280768669586646,0.26149199835763753,0.5411531609544769,0.43833010386378607,0.3283225806255327,-0.11480168086262683,0.7637365467058139,0.6785859516182696,1.0,0.685834047157192,0.7590002256896067,0.2904025375690151,0.4733902788498741,0.7060389933197525,0.6113999478229138,0.48708159437615434,0.2402113148268116,0.5996083125983414,0.4144783293122992,0.4520625066258113,0.2702884171418989,0.7944691288409033,0.6689776551159617,0.7273472300644301,0.2407378502494425,0.599632851731821
EWS,0.6241264142925886,0.4429066430976041,0.7567137290884783,0.3524015975017335,0.42193491019241375,0.1681698699297411,0.5211617277781523,0.5198263211183993,0.4198903436540425,-0.05854064638250731,0.7515000776642162,0.6329362807643326,0.685834047157192,1.0,0.5760340731163828,0.25240354423908157,0.4046621016761552,0.6460909673005271,0.54921049393569,0.5267887821096087,0.3401475113640542,0.5105212101334463,0.3563357491189918,0.2849667392566236,0.2874709205215315,0.6616043201340287,0.5474172387693755,0.6527573900567532,0.11366323078089995,0.5795906737301615
EWY,0.46525178469717465,0.2900365740007929,0.7263177391595146,0.42528080224223946,0.29789719334781456,0.1506041034120253,0.2934973161007928,0.4359992969137236,0.357622856143487,0.016012039007663948,0.8317590677450585,0.6087021817705788,0.7590002256896067,0.5760340731163828,1.0,0.3720100468378894,0.4757876813707769,0.5732500318123955,0.5117523907977618,0.4635301638597758,0.2105261534297826,0.5077015251470899,0.32789201403257084,0.37945568436719734,0.27405684907072475,0.7149469834490781,0.6065283656190863,0.6285475021504973,0.2585528078132439,0.5454428021844209
GLD,0.3018888685385763,0.3088626767769239,0.23037611768923708,0.44443975956016807,0.3256164673734145,0.2920482218713902,0.12274303819057464,0.319740757203048,0.01263733371523194,0.09133646607798024,0.4129930173975631,0.4050878726303637,0.2904025375690151,0.25240354423908157,0.3720100468378894,1.0,0.19653273317167852,0.2368873680662611,0.40965595700385105,0.18864372068711532,0.21706223997813154,0.4021072075330237,0.01209921691691564,-0.040405720533482584,0.13707430108273375,0.2937153966752183,0.132939229368665,0.136283665365311,0.3968182775958356,0.24364801632863725
GOOGL,0.27817642387899105,0.1835545622495527,0.6462283551912307,0.2966158261064019,0.25273387335422576,0.21859768195006374,0.20048510328885016,0.2869285001610059,0.24144619356560296,-0.0007407064812775888,0.5360395542060585,0.46516454845517374,0.4733902788498741,0.4046621016761552,0.4757876813707769,0.19653273317167852,1.0,0.48427608205436673,0.41864369340024876,0.3587614058946557,0.19163812272747402,0.39607230565291973,0.5424703973110337,0.443105250616592,0.12392236494245745,0.5708352816567392,0.7292471331101079,0.6621887302249925,0.13018765088931558,0.4624909645992925
HYG,0.3360803351581636,0.20492893638455648,0.8543193644643482,0.5890236564938311,0.24854678347734163,0.19751346267492198,0.5588485436091539,0.364857927098175,0.37126236083372066,-0.23843886456952948,0.6825539506074799,0.8468641072526187,0.7060389933197525,0.6460909673005271,0.5732500318123955,0.2368873680662611,0.48427608205436673,1.0,0.8164415393278803,0.5210948378038817,0.19400369107972476,0.7862512099486377,0.45673017026336227,0.4459495808095883,0.18958882997850504,0.778196364075045,0.7222525026601895,0.82011182528493,0.29316657175819494,0.7581874158497496
IGIB,0.3716197583868394,0.36822530479704174,0.6812647636851157,0.8878492286569135,0.3126226503155405,0.22133247162283776,0.3378414030140047,0.3908868276333969,0.10900819895515795,-0.25958226198351503,0.6287827054614534,0.8810702494152255,0.6113999478229138,0.54921049393569,0.5117523907977618,0.40965595700385105,0.41864369340024876,0.8164415393278803,1.0,0.471207519036102,0.2971753102381653,0.9683469192127133,0.4290959641193998,0.3352670947270169,0.28415292707882756,0.6816560943379222,0.5954003414536311,0.6198268885095762,0.6640255755267117,0.7029395441137677
INDA,0.2903766895130986,0.016255884005105015,0.5841614099355446,0.28061093315646624,0.07566747135780029,-0.0620687541612439,0.4237498366112299,0.21476110910805962,0.17754994250571515,0.0114844961526879,0.597352684115062,0.5451550214278401,0.48708159437615434,0.5267887821096087,0.4635301638597758,0.18864372068711532,0.3587614058946557,0.5210948378038817,0.471207519036102,1.0,0.12683081881600664,0.4158933545676288,0.37038468387504325,0.15349122419067773,0.15789913488273646,0.45205312820458154,0.46308738046167675,0.532613239573588,0.10855747889764199,0.49219185405243526
JD,0.6275624915358137,0.7893404035738066,0.27269294033552965,0.28200094550942845,0.6097040059159909,0.013991206230893985,-0.013734354238370211,0.5557144525531105,0.15263574452249767,-0.13985031581808527,0.47676550204391627,0.3391398335726395,0.2402113148268116,0.3401475113640542,0.2105261534297826,0.21706223997813154,0.19163812272747402,0.19400369107972476,0.2971753102381653,0.12683081881600664,1.0,0.3162325827929479,0.16900711362109758,0.23363603774849626,0.5183158798872711,0.2770126277488779,0.24449487465681646,0.1986739321237591,0.23974777043160717,0.1442183551211823
LQD,0.3708679282922765,0.37104389094743967,0.6688311681736139,0.931373057578566,0.32207059176815145,0.2036595481779425,0.3484817499344591,0.3801250015955746,0.08372070007215708,-0.27069022140874516,0.609373917322239,0.8642414306150488,0.5996083125983414,0.5105212101334463,0.5077015251470899,0.4021072075330237,0.39607230565291973,0.7862512099486377,0.9683469192127133,0.4158933545676288,0.3162325827929479,1.0,0.4397522646713889,0.357785823369505,0.2978587201821395,0.6623990704513415,0.5939203671623329,0.6063078062273708,0.7622275107525417,0.6902137265831013
MSFT,0.2713820504025002,0.18023349940298292,0.6429548720693875,0.3292739819195436,0.18100929066433893,0.025578145966032487,0.3192970211661912,0.2337560898037467,0.08014849165213321,-0.21984968323174361,0.42087192534371864,0.44257571210951635,0.4144783293122992,0.3563357491189918,0.32789201403257084,0.01209921691691564,0.5424703973110337,0.45673017026336227,0.4290959641193998,0.37038468387504325,0.16900711362109758,0.4397522646713889,1.0,0.6190703314564168,0.1166494854515482,0.5019086062013226,0.8049098453746736,0.7004011518877092,0.2150235550635699,0.418484949477829
NVDA,0.21408901282927978,0.1356979035254591,0.5653374293191126,0.249581017781869,0.19512150423670724,0.09919421750581901,0.3123190430230859,0.29987197445142244,0.16309154210587617,-0.23208687533925168,0.3804091473642589,0.360819925612677,0.4520625066258113,0.2849667392566236,0.37945568436719734,-0.040405720533482584,0.443105250616592,0.4459495808095883,0.3352670947270169,0.15349122419067773,0.23363603774849626,0.357785823369505,0.6190703314564168,1.0,0.035962924829783166,0.4876982567055716,0.7158567613455918,0.5936200864220573,0.16641848392221303,0.28662516121101606
PDD,0.4905679675567882,0.602617820177487,0.25573076911298526,0.22012575545385826,0.39991582591570807,0.03232114362890961,-0.028017363643415324,0.47038273931273333,0.12818473157965074,-0.03494357609907416,0.458667058778919,0.3621097090888984,0.2702884171418989,0.2874709205215315,0.27405684907072475,0.13707430108273375,0.12392236494245745,0.18958882997850504,0.28415292707882756,0.15789913488273646,0.5183158798872711,0.2978587201821395,0.1166494854515482,0.035962924829783166,1.0,0.2753331534957195,0.1753362156235052,0.18278372143276148,0.17471589803721652,0.16849538966897631
QAI,0.4350792995635299,0.32471363268325354,0.8753275972385036,0.5087832762305469,0.38986578502964536,0.43981033198797753,0.507039026421407,0.5017240419165787,0.4622791431974158,0.05500047347569201,0.7877742585548183,0.7535522127025052,0.7944691288409033,0.6616043201340287,0.7149469834490781,0.2937153966752183,0.5708352816567392,0.778196364075045,0.6816560943379222,0.45205312820458154,0.2770126277488779,0.6623990704513415,0.5019086062013226,0.4876982567055716,0.2753331534957195,1.0,0.7521854983310989,0.8193053344132488,0.29190151629666927,0.7416888084956063
QQQ,0.3317954120979703,0.1950173745696891,0.8858203434122353,0.44362203641847875,0.26409078610900844,0.14103691579471653,0.4552213174746303,0.3544669241974635,0.24502100202799101,-0.16770067596975158,0.6488076206352416,0.646181802736033,0.6689776551159617,0.5474172387693755,0.6065283656190863,0.132939229368665,0.7292471331101079,0.7222525026601895,0.5954003414536311,0.46308738046167675,0.24449487465681646,0.5939203671623329,0.8049098453746736,0.7158567613455918,0.1753362156235052,0.7521854983310989,1.0,0.9206955912852778,0.26738970990773064,0.656956346391835
SPY,0.3565080151320381,0.1842634860752742,0.9695270766253057,0.40473100453352107,0.24135138109476015,0.12726977386961882,0.6423223140336289,0.36957287074501377,0.377080353625529,-0.12104309370387312,0.6872973679936766,0.7080437221787689,0.7273472300644301,0.6527573900567532,0.6285475021504973,0.136283665365311,0.6621887302249925,0.82011182528493,0.6198268885095762,0.532613239573588,0.1986739321237591,0.6063078062273708,0.7004011518877092,0.5936200864220573,0.18278372143276148,0.8193053344132488,0.9206955912852778,1.0,0.17901522552281407,0.7972975873422291
TLT,0.16114923648183935,0.35235065232282803,0.2258556745681409,0.8979706770724022,0.24016782635224287,0.13121949098901822,0.046706303106981276,0.1785033766355645,-0.2702716670004423,-0.10890315126254917,0.24752576527036055,0.46212396863786703,0.2407378502494425,0.11366323078089995,0.2585528078132439,0.3968182775958356,0.13018765088931558,0.29316657175819494,0.6640255755267117,0.10855747889764199,0.23974777043160717,0.7622275107525417,0.2150235550635699,0.16641848392221303,0.17471589803721652,0.29190151629666927,0.26738970990773064,0.17901522552281407,1.0,0.40285542125470386
VNQ,0.30863315264164004,0.2221121229618374,0.8064076619487073,0.5680334778033873,0.22589434417655738,0.10613510603959646,0.554970363883287,0.29231926793415136,0.3086325434037022,-0.07879052738189186,0.5971235190511917,0.7321415496496989,0.599632851731821,0.5795906737301615,0.5454428021844209,0.24364801632863725,0.4624909645992925,0.7581874158497496,0.7029395441137677,0.49219185405243526,0.1442183551211823,0.6902137265831013,0.418484949477829,0.28662516121101606,0.16849538966897631,0.7416888084956063,0.656956346391835,0.7972975873422291,0.40285542125470386,1.0
